SiteID, 17919.0
Longitude, -99.014099
Latitude, 35.102245
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2012,11,1,0,0,2.505,0.025
2012,11,1,0,5,2.551,0.029
2012,11,1,0,10,2.624,0.034
2012,11,1,0,15,2.722,0.042
2012,11,1,0,20,2.829,0.05
2012,11,1,0,25,2.944,0.059000000000000004
2012,11,1,0,30,3.106,0.07100000000000001
2012,11,1,0,35,3.265,0.089
2012,11,1,0,40,3.344,0.133
2012,11,1,0,45,3.356,0.139
2012,11,1,0,50,3.35,0.136
2012,11,1,0,55,3.375,0.149
2012,11,1,1,0,3.448,0.189
2012,11,1,1,5,3.561,0.251
2012,11,1,1,10,3.692,0.323
2012,11,1,1,15,3.845,0.406
2012,11,1,1,20,4.046,0.516
2012,11,1,1,25,4.2540000000000004,0.63
2012,11,1,1,30,4.446,0.773
2012,11,1,1,35,4.626,0.934
2012,11,1,1,40,4.711,1.0110000000000001
2012,11,1,1,45,4.672,0.976
2012,11,1,1,50,4.58,0.894
2012,11,1,1,55,4.507,0.8280000000000001
2012,11,1,2,0,4.425,0.754
2012,11,1,2,5,4.36,0.6970000000000001
2012,11,1,2,10,4.327,0.671
2012,11,1,2,15,4.382,0.717
2012,11,1,2,20,4.522,0.843
2012,11,1,2,25,4.705,1.008
2012,11,1,2,30,4.846,1.1340000000000001
2012,11,1,2,35,4.8790000000000004,1.164
2012,11,1,2,40,4.843,1.131
2012,11,1,2,45,4.7940000000000005,1.087
2012,11,1,2,50,4.827,1.117
2012,11,1,2,55,4.974,1.248
2012,11,1,3,0,5.221,1.47
2012,11,1,3,5,5.505,1.758
2012,11,1,3,10,5.74,2.062
2012,11,1,3,15,5.9510000000000005,2.335
2012,11,1,3,20,6.121,2.557
2012,11,1,3,25,6.2250000000000005,2.693
2012,11,1,3,30,6.256,2.733
2012,11,1,3,35,6.256,2.734
2012,11,1,3,40,6.259,2.738
2012,11,1,3,45,6.28,2.766
2012,11,1,3,50,6.2860000000000005,2.774
2012,11,1,3,55,6.274,2.758
2012,11,1,4,0,6.295,2.786
2012,11,1,4,5,6.317,2.813
2012,11,1,4,10,6.375,2.888
2012,11,1,4,15,6.506,3.06
2012,11,1,4,20,6.683,3.379
2012,11,1,4,25,6.854,3.686
2012,11,1,4,30,7.019,3.983
2012,11,1,4,35,7.159,4.235
2012,11,1,4,40,7.263,4.421
2012,11,1,4,45,7.293,4.4750000000000005
2012,11,1,4,50,7.306,4.496
2012,11,1,4,55,7.36,4.595
2012,11,1,5,0,7.394,4.655
2012,11,1,5,5,7.367,4.606
2012,11,1,5,10,7.351,4.579
2012,11,1,5,15,7.351,4.58
2012,11,1,5,20,7.312,4.51
2012,11,1,5,25,7.2780000000000005,4.4510000000000005
2012,11,1,5,30,7.321,4.53
2012,11,1,5,35,7.431,4.729
2012,11,1,5,40,7.559,4.961
2012,11,1,5,45,7.654,5.172
2012,11,1,5,50,7.699,5.281
2012,11,1,5,55,7.727,5.346
2012,11,1,6,0,7.812,5.55
2012,11,1,6,5,7.9190000000000005,5.805
2012,11,1,6,10,8.014,6.032
2012,11,1,6,15,8.084,6.2010000000000005
2012,11,1,6,20,8.084,6.204
2012,11,1,6,25,8.081,6.198
2012,11,1,6,30,8.121,6.295
2012,11,1,6,35,8.175,6.428
2012,11,1,6,40,8.172,6.423
2012,11,1,6,45,8.151,6.373
2012,11,1,6,50,8.151,6.3740000000000006
2012,11,1,6,55,8.185,6.456
2012,11,1,7,0,8.243,6.596
2012,11,1,7,5,8.31,6.757000000000001
2012,11,1,7,10,8.383000000000001,6.931
2012,11,1,7,15,8.462,7.12
2012,11,1,7,20,8.542,7.3100000000000005
2012,11,1,7,25,8.649000000000001,7.565
2012,11,1,7,30,8.783,7.955
2012,11,1,7,35,8.917,8.346
2012,11,1,7,40,9.067,8.781
2012,11,1,7,45,9.21,9.199
2012,11,1,7,50,9.35,9.608
2012,11,1,7,55,9.479000000000001,9.981
2012,11,1,8,0,9.595,10.317
2012,11,1,8,5,9.701,10.625
2012,11,1,8,10,9.805,10.913
2012,11,1,8,15,9.857,11.053
2012,11,1,8,20,9.897,11.159
2012,11,1,8,25,9.973,11.365
2012,11,1,8,30,10.031,11.521
2012,11,1,8,35,10.089,11.677
2012,11,1,8,40,10.165000000000001,11.884
2012,11,1,8,45,10.236,12.073
2012,11,1,8,50,10.281,12.195
2012,11,1,8,55,10.333,12.334
2012,11,1,9,0,10.434000000000001,12.607000000000001
2012,11,1,9,5,10.571,12.982000000000001
2012,11,1,9,10,10.681000000000001,13.281
2012,11,1,9,15,10.745000000000001,13.456
2012,11,1,9,20,10.797,13.598
2012,11,1,9,25,10.84,13.704
2012,11,1,9,30,10.84,13.705
2012,11,1,9,35,10.785,13.572000000000001
2012,11,1,9,40,10.703,13.351
2012,11,1,9,45,10.626,13.145
2012,11,1,9,50,10.526,12.871
2012,11,1,9,55,10.41,12.555
2012,11,1,10,0,10.303,12.264000000000001
2012,11,1,10,5,10.229000000000001,12.064
2012,11,1,10,10,10.126,11.782
2012,11,1,10,15,9.998,11.434000000000001
2012,11,1,10,20,9.86,11.059000000000001
2012,11,1,10,25,9.738,10.726
2012,11,1,10,30,9.631,10.42
2012,11,1,10,35,9.57,10.246
2012,11,1,10,40,9.567,10.242
2012,11,1,10,45,9.512,10.09
2012,11,1,10,50,9.329,9.566
2012,11,1,10,55,8.947000000000001,8.45
2012,11,1,11,0,8.352,6.884
2012,11,1,11,5,8.026,6.1160000000000005
2012,11,1,11,10,7.971,5.981
2012,11,1,11,15,7.946,5.916
2012,11,1,11,20,7.8580000000000005,5.7010000000000005
2012,11,1,11,25,7.711,5.353
2012,11,1,11,30,7.55,4.977
2012,11,1,11,35,7.354,4.623
2012,11,1,11,40,7.186,4.319
2012,11,1,11,45,7.064,4.097
2012,11,1,11,50,7.003,3.985
2012,11,1,11,55,6.9910000000000005,3.962
2012,11,1,12,0,7.049,4.065
2012,11,1,12,5,7.134,4.2170000000000005
2012,11,1,12,10,7.281000000000001,4.479
2012,11,1,12,15,7.5040000000000004,4.88
2012,11,1,12,20,7.7780000000000005,5.49
2012,11,1,12,25,8.077,6.198
2012,11,1,12,30,8.34,6.821
2012,11,1,12,35,8.532,7.2780000000000005
2012,11,1,12,40,8.725,7.773000000000001
2012,11,1,12,45,8.899000000000001,8.28
2012,11,1,12,50,9.048,8.715
2012,11,1,12,55,9.173,9.08
2012,11,1,13,0,9.311,9.48
2012,11,1,13,5,9.518,10.084
2012,11,1,13,10,9.845,11.012
2012,11,1,13,15,10.202,11.989
2012,11,1,13,20,10.47,12.725
2012,11,1,13,25,10.684000000000001,13.309000000000001
2012,11,1,13,30,10.889,13.791
2012,11,1,13,35,11.117,14.155000000000001
2012,11,1,13,40,11.34,14.507
2012,11,1,13,45,11.469,14.708
2012,11,1,13,50,11.453,14.682
2012,11,1,13,55,11.398,14.591000000000001
2012,11,1,14,0,11.334,14.485
2012,11,1,14,5,11.179,14.233
2012,11,1,14,10,10.989,13.927
2012,11,1,14,15,10.748000000000001,13.439
2012,11,1,14,20,10.141,11.795
2012,11,1,14,25,9.473,9.945
2012,11,1,14,30,8.945,8.432
2012,11,1,14,35,8.649000000000001,7.573
2012,11,1,14,40,8.344,6.851
2012,11,1,14,45,8.078,6.222
2012,11,1,14,50,7.922000000000001,5.852
2012,11,1,14,55,7.812,5.588
2012,11,1,15,0,7.736,5.4030000000000005
2012,11,1,15,5,7.654,5.205
2012,11,1,15,10,7.5280000000000005,4.928
2012,11,1,15,15,7.385,4.667
2012,11,1,15,20,7.229,4.385
2012,11,1,15,25,6.997,3.966
2012,11,1,15,30,6.7170000000000005,3.46
2012,11,1,15,35,6.314,2.825
2012,11,1,15,40,5.7250000000000005,2.063
2012,11,1,15,45,5.011,1.296
2012,11,1,15,50,4.348,0.7010000000000001
2012,11,1,15,55,3.97,0.483
2012,11,1,16,0,3.701,0.336
2012,11,1,16,5,3.561,0.258
2012,11,1,16,10,3.5180000000000002,0.234
2012,11,1,16,15,3.5340000000000003,0.243
2012,11,1,16,20,3.625,0.292
2012,11,1,16,25,3.747,0.359
2012,11,1,16,30,3.805,0.39
2012,11,1,16,35,3.8360000000000003,0.40700000000000003
2012,11,1,16,40,3.866,0.423
2012,11,1,16,45,3.9210000000000003,0.453
2012,11,1,16,50,3.988,0.489
2012,11,1,16,55,4.025,0.509
2012,11,1,17,0,4.058,0.527
2012,11,1,17,5,4.095,0.547
