Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2012,11,1,0,0,5.7860000000000005,2.097
2012,11,1,0,5,6.069,2.464
2012,11,1,0,10,6.274,2.728
2012,11,1,0,15,6.442,2.945
2012,11,1,0,20,6.561,3.116
2012,11,1,0,25,6.646,3.27
2012,11,1,0,30,6.71,3.3850000000000002
2012,11,1,0,35,6.686,3.341
2012,11,1,0,40,6.555,3.106
2012,11,1,0,45,6.4110000000000005,2.906
2012,11,1,0,50,6.329,2.799
2012,11,1,0,55,6.32,2.787
2012,11,1,1,0,6.335,2.806
2012,11,1,1,5,6.390000000000001,2.876
2012,11,1,1,10,6.485,2.998
2012,11,1,1,15,6.61,3.2
2012,11,1,1,20,6.726,3.407
2012,11,1,1,25,6.854,3.637
2012,11,1,1,30,7.049,3.986
2012,11,1,1,35,7.315,4.462
2012,11,1,1,40,7.577,4.933
2012,11,1,1,45,7.757000000000001,5.336
2012,11,1,1,50,7.861,5.58
2012,11,1,1,55,7.925,5.731
2012,11,1,2,0,7.977,5.853
2012,11,1,2,5,8.047,6.019
2012,11,1,2,10,8.121,6.192
2012,11,1,2,15,8.166,6.3
2012,11,1,2,20,8.142,6.2410000000000005
2012,11,1,2,25,8.093,6.126
2012,11,1,2,30,8.114,6.1770000000000005
2012,11,1,2,35,8.209,6.4
2012,11,1,2,40,8.258000000000001,6.516
2012,11,1,2,45,8.206,6.394
2012,11,1,2,50,8.121,6.1930000000000005
2012,11,1,2,55,8.099,6.142
2012,11,1,3,0,8.175,6.323
2012,11,1,3,5,8.334,6.698
2012,11,1,3,10,8.566,7.247
2012,11,1,3,15,8.847,7.987
2012,11,1,3,20,9.091,8.693
2012,11,1,3,25,9.237,9.117
2012,11,1,3,30,9.32,9.357
2012,11,1,3,35,9.378,9.526
2012,11,1,3,40,9.424,9.66
2012,11,1,3,45,9.442,9.713000000000001
2012,11,1,3,50,9.375,9.519
2012,11,1,3,55,9.246,9.151
2012,11,1,4,0,9.158,8.898
2012,11,1,4,5,9.134,8.83
2012,11,1,4,10,9.124,8.805
2012,11,1,4,15,9.094,8.718
2012,11,1,4,20,9.06,8.621
2012,11,1,4,25,9.027000000000001,8.524000000000001
2012,11,1,4,30,8.987,8.41
2012,11,1,4,35,8.944,8.287
2012,11,1,4,40,8.938,8.27
2012,11,1,4,45,8.932,8.255
2012,11,1,4,50,8.926,8.242
2012,11,1,4,55,8.981,8.406
2012,11,1,5,0,9.1,8.754
2012,11,1,5,5,9.149000000000001,8.898
2012,11,1,5,10,9.109,8.786
2012,11,1,5,15,9.027000000000001,8.551
2012,11,1,5,20,8.914,8.227
2012,11,1,5,25,8.81,7.929
2012,11,1,5,30,8.768,7.808
2012,11,1,5,35,8.755,7.773000000000001
2012,11,1,5,40,8.676,7.549
2012,11,1,5,45,8.566,7.29
2012,11,1,5,50,8.551,7.256
2012,11,1,5,55,8.658,7.51
2012,11,1,6,0,8.862,8.091
2012,11,1,6,5,9.091,8.755
2012,11,1,6,10,9.354000000000001,9.515
2012,11,1,6,15,9.677,10.451
2012,11,1,6,20,9.988,11.318
2012,11,1,6,25,10.233,11.987
2012,11,1,6,30,10.498,12.715
2012,11,1,6,35,10.828,13.617
2012,11,1,6,40,11.17,14.192
2012,11,1,6,45,11.423,14.595
2012,11,1,6,50,11.627,14.92
2012,11,1,6,55,11.829,15.241
2012,11,1,7,0,12.042,15.468
2012,11,1,7,5,12.253,15.56
2012,11,1,7,10,12.466000000000001,15.654
2012,11,1,7,15,12.72,15.765
2012,11,1,7,20,12.924,15.854000000000001
2012,11,1,7,25,13.040000000000001,15.905000000000001
2012,11,1,7,30,13.089,15.91
2012,11,1,7,35,13.15,15.914
2012,11,1,7,40,13.205,15.918000000000001
2012,11,1,7,45,13.244,15.921000000000001
2012,11,1,7,50,13.263,15.923
2012,11,1,7,55,13.226,15.92
2012,11,1,8,0,13.092,15.91
2012,11,1,8,5,12.952,15.865
2012,11,1,8,10,12.884,15.837
2012,11,1,8,15,12.823,15.81
2012,11,1,8,20,12.72,15.766
2012,11,1,8,25,12.518,15.678
2012,11,1,8,30,12.243,15.558
2012,11,1,8,35,12.015,15.457
2012,11,1,8,40,11.725,15.08
2012,11,1,8,45,11.407,14.575000000000001
2012,11,1,8,50,11.148,14.162
2012,11,1,8,55,10.898,13.762
2012,11,1,9,0,10.617,13.046000000000001
2012,11,1,9,5,10.189,11.872
2012,11,1,9,10,9.564,10.120000000000001
2012,11,1,9,15,8.999,8.481
2012,11,1,9,20,8.935,8.288
2012,11,1,9,25,9.427,9.701
2012,11,1,9,30,10.101,11.592
2012,11,1,9,35,10.739,13.33
2012,11,1,9,40,11.236,14.268
2012,11,1,9,45,11.450000000000001,14.61
